timestamp_utc,rss_mb,vms_mb,tracemalloc_current_kb,tracemalloc_peak_kb,gc_counts
2026-01-27T02:35:48.312516,579.24,1309.12,40676.6,351493.4,"(6, 1, 0)"
2026-01-27T02:35:53.313156,579.24,1309.12,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:35:58.313891,579.24,1309.12,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:36:03.314616,579.24,1309.12,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:36:08.315131,579.24,1309.12,40676.6,351493.4,"(6, 1, 0)"
2026-01-27T02:36:13.315658,579.24,1309.12,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:36:18.316359,579.24,1309.12,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:36:23.317085,579.24,1309.12,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:36:28.317833,579.24,1309.12,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:36:33.318992,579.24,1309.12,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:36:38.319831,579.24,1309.12,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:36:43.320806,579.24,1309.12,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:36:48.321706,579.24,1309.12,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:36:53.322483,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:36:58.323268,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:37:03.323863,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:37:08.324636,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:37:13.325308,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:37:18.326133,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:37:23.327005,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:37:28.327437,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:37:33.327989,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:37:38.328728,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:37:43.329643,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:37:48.330310,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:37:53.330736,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:37:58.331036,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:38:03.331423,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:38:08.332177,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:38:13.332916,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:38:18.333858,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:38:23.334684,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:38:28.335341,579.41,1309.19,40678.8,351493.4,"(23, 1, 0)"
2026-01-27T02:38:33.336014,579.41,1309.19,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:38:38.336512,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:38:43.336803,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:38:48.337333,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:38:53.338103,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:38:58.339046,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:39:03.339605,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:39:08.340404,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:39:13.340941,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:39:18.341481,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:39:23.341991,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:39:28.342680,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:39:33.343319,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:39:38.343872,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:39:43.344804,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:39:48.345740,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:39:53.346462,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:39:58.346911,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:40:03.348397,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:40:08.349722,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:40:13.350070,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:40:18.350497,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:40:23.351005,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:40:28.351687,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:40:33.352428,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:40:38.352750,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:40:43.353343,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:40:48.353916,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:40:53.354748,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:40:58.355391,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:41:03.356184,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:41:08.357005,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:41:13.357775,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:41:18.358492,579.36,1309.09,40678.5,351493.4,"(23, 1, 0)"
2026-01-27T02:41:23.359636,696.24,1416.12,112848.3,351493.4,"(208, 4, 0)"
2026-01-27T02:41:28.382797,812.57,1531.47,231777.4,351493.4,"(886, 10, 3)"
2026-01-27T02:41:33.410057,812.73,1531.64,232138.7,351493.4,"(711, 10, 3)"
2026-01-27T02:41:38.426319,812.89,1531.80,232542.2,351493.4,"(765, 10, 3)"
2026-01-27T02:41:43.578748,857.20,1576.23,276553.1,351493.4,"(611, 10, 3)"
2026-01-27T02:41:48.584925,358.35,1039.17,73426.4,384637.8,"(30, 0, 0)"
2026-01-27T02:41:53.585627,358.45,1039.30,73426.8,384637.8,"(40, 0, 0)"
2026-01-27T02:41:58.586641,358.45,1039.30,73427.3,384637.8,"(49, 0, 0)"
2026-01-27T02:42:03.587564,358.51,1039.36,73427.7,384637.8,"(59, 0, 0)"
2026-01-27T02:42:08.588479,358.51,1039.36,73428.2,384637.8,"(68, 0, 0)"
2026-01-27T02:42:13.589224,358.51,1039.36,73428.7,384637.8,"(78, 0, 0)"
2026-01-27T02:42:18.589924,358.51,1039.36,73429.2,384637.8,"(87, 0, 0)"
2026-01-27T02:42:23.590807,358.51,1039.36,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:42:28.591262,358.51,1039.36,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:42:33.591859,358.51,1039.36,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:42:38.592419,358.51,1039.36,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:42:43.593075,358.51,1039.36,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:42:48.593801,358.51,1039.36,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:42:53.594582,358.51,1039.36,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:42:58.595220,358.51,1039.36,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:43:03.595835,358.48,1039.30,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:43:08.596280,358.48,1039.30,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:43:13.597048,358.48,1039.30,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:43:18.597899,358.48,1039.30,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:43:23.598852,358.50,1039.33,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:43:28.599400,358.50,1039.33,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:43:33.600078,358.50,1039.33,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:43:38.600608,358.50,1039.33,73429.5,384637.8,"(92, 0, 0)"
2026-01-27T02:43:41.884031,367.81,1049.21,73641.7,384637.8,"(106, 2, 0)"
2026-01-27T02:43:43.982904,418.74,1100.27,130762.3,384637.8,"(1375, 3, 0)"
2026-01-27T02:43:47.823139,428.29,1109.82,134409.8,384637.8,"(27, 9, 3)"
2026-01-27T02:43:49.423577,518.07,1199.51,226385.9,384637.8,"(213, 9, 3)"
2026-01-27T02:43:52.849887,520.02,1201.34,232215.9,384637.8,"(1060, 9, 3)"
2026-01-27T02:43:54.450516,520.02,1201.34,232288.7,384637.8,"(743, 9, 3)"
2026-01-27T02:43:57.875402,520.04,1201.34,232192.1,384637.8,"(854, 9, 3)"
2026-01-27T02:43:59.503242,520.04,1201.34,232300.2,384637.8,"(890, 9, 3)"
2026-01-27T02:44:02.884190,520.04,1201.34,232522.3,384637.8,"(889, 9, 3)"
2026-01-27T02:44:04.533579,520.04,1201.34,232660.6,384637.8,"(1224, 9, 3)"
2026-01-27T02:44:07.906450,520.06,1201.34,232512.1,384637.8,"(772, 9, 3)"
2026-01-27T02:44:09.569360,520.06,1201.34,232675.0,384637.8,"(1359, 9, 3)"
2026-01-27T02:44:12.924957,520.06,1201.34,232520.5,384637.8,"(1086, 9, 3)"
2026-01-27T02:44:14.576143,520.06,1201.34,232648.6,384637.8,"(1323, 9, 3)"
2026-01-27T02:44:17.954470,520.06,1201.34,232865.0,384637.8,"(1260, 9, 3)"
2026-01-27T02:44:19.610025,520.06,1201.34,232923.1,384637.8,"(661, 9, 3)"
2026-01-27T02:44:22.960145,568.89,1249.57,276618.9,384637.8,"(928, 11, 3)"
2026-01-27T02:44:24.660117,648.66,1381.88,73741.4,384886.8,"(0, 0, 0)"
2026-01-27T02:44:27.961761,371.63,1055.64,73849.8,384886.8,"(24, 1, 0)"
2026-01-27T02:44:29.661779,371.63,1055.64,73850.0,384886.8,"(27, 1, 0)"
2026-01-27T02:44:32.962285,371.63,1055.64,73848.2,384886.8,"(17, 1, 0)"
2026-01-27T02:44:34.662656,371.63,1055.64,73850.5,384886.8,"(37, 1, 0)"
2026-01-27T02:44:37.962876,371.63,1055.64,73850.9,384886.8,"(43, 1, 0)"
2026-01-27T02:44:39.663435,371.63,1055.64,73851.0,384886.8,"(46, 1, 0)"
2026-01-27T02:44:42.963340,371.63,1055.64,73851.2,384886.8,"(53, 1, 0)"
2026-01-27T02:44:44.664059,371.63,1055.64,73851.4,384886.8,"(56, 1, 0)"
2026-01-27T02:44:47.963937,371.63,1055.64,73851.7,384886.8,"(62, 1, 0)"
2026-01-27T02:44:49.664771,371.63,1055.64,73851.9,384886.8,"(65, 1, 0)"
2026-01-27T02:44:52.964433,371.63,1055.64,73852.2,384886.8,"(71, 1, 0)"
2026-01-27T02:44:54.665476,371.63,1055.64,73852.4,384886.8,"(75, 1, 0)"
2026-01-27T02:44:57.965207,371.63,1055.64,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:44:59.666381,371.63,1055.64,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:02.965621,371.63,1055.64,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:04.667128,371.63,1055.64,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:07.966368,371.63,1055.64,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:09.667943,371.63,1055.64,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:12.967158,371.63,1055.64,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:14.668445,371.63,1055.64,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:17.968697,371.62,1055.63,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:19.669451,371.62,1055.63,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:22.969962,371.62,1055.63,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:24.669964,371.62,1055.63,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:27.970767,371.62,1055.63,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:29.670656,371.62,1055.63,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:32.971537,371.62,1055.63,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:34.671559,371.62,1055.63,73852.7,384886.8,"(80, 1, 0)"
2026-01-27T02:45:37.972014,371.62,1055.63,73839.0,384886.8,"(0, 1, 0)"
2026-01-27T02:45:39.672579,371.62,1055.63,73839.0,384886.8,"(23, 1, 0)"
2026-01-27T02:45:42.972829,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:45:44.673144,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:45:47.973964,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:45:49.673702,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:45:52.974684,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:45:54.674659,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:45:57.975662,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:45:59.675363,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:02.976541,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:04.676245,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:07.977415,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:09.676798,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:12.978322,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:14.678018,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:17.979336,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:19.678915,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:22.980761,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:24.679946,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:27.981502,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:29.680636,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:32.982405,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:34.681009,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:37.982829,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:39.681827,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:42.983564,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:44.682913,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:47.984456,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:49.683557,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:52.985051,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:54.684279,371.62,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:46:57.985565,370.80,1055.63,73835.9,384886.8,"(6, 1, 0)"
2026-01-27T02:46:59.685229,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:02.986282,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:04.685912,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:07.986930,370.80,1055.63,73835.9,384886.8,"(6, 1, 0)"
2026-01-27T02:47:09.686676,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:12.987887,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:14.687287,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:17.988340,370.80,1055.63,73835.9,384886.8,"(6, 1, 0)"
2026-01-27T02:47:19.687667,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:22.989186,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:24.688475,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:27.989900,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:29.689495,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:32.990800,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:34.690212,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:37.991901,370.80,1055.63,73838.2,384886.8,"(24, 1, 0)"
2026-01-27T02:47:39.691578,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:42.992627,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:44.692368,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:47.993657,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:49.693067,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:52.994783,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:54.694199,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:57.995301,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:47:59.695030,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:02.996013,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:04.695614,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:07.996440,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:09.696505,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:12.997392,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:14.697312,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:17.998008,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:19.698208,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:22.998646,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:24.698925,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:27.999475,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:29.699697,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:33.000177,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:34.700563,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:38.000698,370.80,1055.63,73835.9,384886.8,"(6, 1, 0)"
2026-01-27T02:48:39.701136,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:43.001454,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:44.701765,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:48.001969,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:49.702528,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:53.002787,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:54.703355,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:58.003842,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:48:59.704024,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:03.004485,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:04.704698,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:08.005208,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:09.706128,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:13.005842,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:14.707201,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:18.006476,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:19.707929,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:23.007096,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:24.708584,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:28.007615,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:29.709504,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:33.008268,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:34.710419,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:38.009229,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:39.711431,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:43.009879,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:44.712218,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:48.010745,370.80,1055.63,73838.3,384886.8,"(25, 1, 0)"
2026-01-27T02:49:49.713153,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:53.011515,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:54.714192,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:58.012351,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:49:59.715301,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:50:03.013369,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:50:04.716339,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:50:08.014038,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
2026-01-27T02:50:09.717073,370.80,1055.63,73835.9,384886.8,"(6, 1, 0)"
2026-01-27T02:50:13.015179,370.80,1055.63,73838.1,384886.8,"(23, 1, 0)"
