date,course,race_name,race_time,horse,horse_norm,market_odds,market_odds_fractional,source_file
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:00,Insistentemente (Chi),insistentemente (chi),11.0,10/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:00,Guerrero Arabe (Chi),guerrero arabe (chi),31.0,30/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:00,Gipsy Vanner (Chi),gipsy vanner (chi),31.0,30/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:00,El Renacido (Chi),el renacido (chi),31.0,30/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:00,Mala Memoria (Chi),mala memoria (chi),11.0,10/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:00,Vincero (Chi),vincero (chi),5.0,4/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:00,Merengon (Chi),merengon (chi),31.0,30/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:00,Le Peintre (Arg),le peintre (arg),2.5,3/2,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:00,Bapkiza (Chi),bapkiza (chi),31.0,30/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:30,La Tia Elena (Chi),la tia elena (chi),31.0,30/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:30,El Palomo (Chi),el palomo (chi),5.0,4/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:30,Golden East (Chi),golden east (chi),11.0,10/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:30,Kapu (Chi),kapu (chi),7.0,6/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:30,Punta Itata (Chi),punta itata (chi),11.0,10/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:30,Calochita (Chi),calochita (chi),11.0,10/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:30,Gli Amici (Chi),gli amici (chi),2.5,3/2,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:30,Aneu (Chi),aneu (chi),9.0,8/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:30,Roy Para Un Poco (Chi),roy para un poco (chi),31.0,30/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,22:30,Soul Queen (Chi),soul queen (chi),31.0,30/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,23:00,Lobelius (Chi),lobelius (chi),11.0,10/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,23:00,Lucky Storm (Chi),lucky storm (chi),5.0,4/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,23:00,Gran Cafrune (Chi),gran cafrune (chi),31.0,30/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,23:00,Araukan (Chi),araukan (chi),2.5,3/2,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,23:00,Gran Samcredo (Chi),gran samcredo (chi),11.0,10/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,23:00,Rubio Alocado (Chi),rubio alocado (chi),7.0,6/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,23:00,La Libertina (Chi),la libertina (chi),31.0,30/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,23:00,Gran Verraco (Chi),gran verraco (chi),11.0,10/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,23:00,Stevietoo (Chi),stevietoo (chi),9.0,8/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,23:00,Graciosa Cozette (Chi),graciosa cozette (chi),31.0,30/1,us_racecards_2026-05-11.json
2026-05-11,CL - Valparaiso Sporting Club (simulcast),Handicap 1100mtr,23:00,Tanytus (Chi),tanytus (chi),31.0,30/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:30,He's Webster,he's webster,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:30,Silver N Gold,silver n gold,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:30,Earn My Bet,earn my bet,9.0,8/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:30,Angler Hanover,angler hanover,2.5,3/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:30,Wiggle Babe,wiggle babe,10.0,9/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:30,Perfect Stu,perfect stu,9.0,8/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:30,Rayvista,rayvista,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:30,Stonebridge Bluff,stonebridge bluff,4.0,3/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:48,Panther's Pinot,panther's pinot,5.5,9/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:48,Dancinat Midland,dancinat midland,4.0,3/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:48,Aiden Station,aiden station,8.0,7/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:48,Delightful End,delightful end,4.5,7/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:48,Coxcomb,coxcomb,3.5,5/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:48,Sir John B,sir john b,8.0,7/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:48,Badlands N Wine,badlands n wine,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,20:48,Lucky Ramsey,lucky ramsey,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:06,Welcometotheshow,welcometotheshow,5.5,9/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:06,Airborne Spark,airborne spark,8.0,7/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:06,Manwiththeplan,manwiththeplan,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:06,Slugger On Deck,slugger on deck,3.5,5/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:06,Hurrikane Miki,hurrikane miki,8.0,7/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:06,Hypebeast,hypebeast,16.0,15/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:06,Mr Three O Five,mr three o five,4.0,3/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:06,Shore Not Beach,shore not beach,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:24,Sweet Angel Boy,sweet angel boy,2.4,7/5,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:24,Madewrite,madewrite,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:24,Hes A Ladies Man,hes a ladies man,9.0,8/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:24,Zip Time,zip time,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:24,Bodega Bay,bodega bay,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:24,Teton Sunset,teton sunset,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:24,Herb,herb,13.0,12/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:24,Flash Move,flash move,5.0,4/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:42,Portugal The Man,portugal the man,2.4,7/5,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:42,Master Ofthe House,master ofthe house,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:42,The Dragon Reborn,the dragon reborn,4.0,3/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:42,Aloha Blue Chip,aloha blue chip,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:42,Do What U Do,do what u do,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:42,Hunt Me Up,hunt me up,5.0,4/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:42,Shifty Hill,shifty hill,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,21:42,Cheezwiz,cheezwiz,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:00,Armada Hanover,armada hanover,5.5,9/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:00,Wager On Me,wager on me,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:00,Hundred Dollar Man,hundred dollar man,3.0,2/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:00,My Miki Beach,my miki beach,5.5,9/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:00,T Dog,t dog,11.0,10/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:00,Steven's Saloon,steven's saloon,5.5,9/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:00,J M Mandamin,j m mandamin,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:00,Wehadababyetzaboy,wehadababyetzaboy,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:18,Iheartmum,iheartmum,7.0,6/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:18,He's Peeping,he's peeping,4.0,3/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:18,Hickock,hickock,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:18,Freddie Hill,freddie hill,10.0,9/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:18,Always Has Been,always has been,2.8,9/5,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:18,Boomerang Cowboy,boomerang cowboy,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:18,Wheelhouse Hanover,wheelhouse hanover,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:18,More Medhurst,more medhurst,10.0,9/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:36,Rockmyster N,rockmyster n,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:36,Imoutthedoor,imoutthedoor,9.0,8/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:36,Chip In Blue,chip in blue,2.6,8/5,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:36,World Beater,world beater,5.5,9/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:36,Metallica,metallica,7.0,6/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:36,Sprocket,sprocket,4.0,3/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:36,Lous Sassin,lous sassin,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:36,Defiant Character,defiant character,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:54,Asteroid Ccl,asteroid ccl,5.5,9/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:54,Imahungrybaker,imahungrybaker,16.0,15/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:54,Clouseau,clouseau,13.0,12/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:54,Commander Crunch,commander crunch,5.5,9/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:54,Good Lookin,good lookin,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:54,Prime Hanover,prime hanover,11.0,10/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:54,Ricky Hill,ricky hill,13.0,12/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,22:54,Cris P Bacon,cris p bacon,2.6,8/5,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:12,Uncle Dd,uncle dd,3.5,5/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:12,Blood Feud,blood feud,3.5,5/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:12,Hurrikane Georgie,hurrikane georgie,2.8,9/5,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:12,Kerford Road A,kerford road a,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:12,The Candyman Can,the candyman can,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:12,Topville Somrocket,topville somrocket,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:12,Ds Heartland,ds heartland,8.0,7/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:12,Under Contract,under contract,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:30,Brookview Dice,brookview dice,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:30,Jersey Beach,jersey beach,5.0,4/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:30,Salazar Hanover,salazar hanover,4.0,3/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:30,Hotchkiss,hotchkiss,2.4,7/5,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:30,Up To Mama,up to mama,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:30,Cavalli Island,cavalli island,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:30,Don't Say Maybe,don't say maybe,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:30,Southwind Iron,southwind iron,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:48,Southwind Pharoah,southwind pharoah,11.0,10/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:48,Art Scaping,art scaping,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:48,Iwannabewithyou,iwannabewithyou,2.8,9/5,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:48,Primary Colors,primary colors,7.0,6/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:48,Top Genius,top genius,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:48,On The Cards N,on the cards n,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:48,Forward Look,forward look,5.5,9/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,23:48,Stunners Wish,stunners wish,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:06,Think Big,think big,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:06,Ragnar,ragnar,7.0,6/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:06,Arette,arette,3.0,2/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:06,K D's Song,k d's song,2.6,8/5,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:06,Roman Raider,roman raider,5.5,9/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:06,Sweetnfast,sweetnfast,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:06,Fastest Road,fastest road,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:06,Speaksoftlytome,speaksoftlytome,16.0,15/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:24,Master Rigger,master rigger,4.5,7/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:24,Ats Hanover,ats hanover,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:24,Proper One,proper one,16.0,15/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:24,Tyson Hanover,tyson hanover,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:24,Saulsbrook Genesis,saulsbrook genesis,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:24,Back Pocket Miki,back pocket miki,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:24,Joker On Jack,joker on jack,5.0,4/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:24,Rocknroll Lou,rocknroll lou,5.5,9/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:42,Sir Charles Of Sky,sir charles of sky,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:42,Live Love Lindy,live love lindy,4.5,7/2,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:42,Adam Twelve,adam twelve,3.0,2/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:42,Balder Son,balder son,5.0,4/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:42,D Day Hill,d day hill,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:42,Brazen Brazilian,brazen brazilian,7.0,6/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:42,Girldad,girldad,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Harrington Raceway,Pace 1m,00:42,Double Metal,double metal,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Special Weight 6f,18:10,Hunted Prayer,hunted prayer,6.0,5/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Special Weight 6f,18:10,Powerful Justice,powerful justice,11.0,10/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Special Weight 6f,18:10,Unbridled Valor,unbridled valor,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Special Weight 6f,18:10,It's My Song,it's my song,13.0,12/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Special Weight 6f,18:10,Mitchell's Joy,mitchell's joy,7.0,6/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Special Weight 6f,18:10,Up N Up,up n up,7.0,6/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Special Weight 6f,18:10,Maximum Justice,maximum justice,5.5,9/2,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Special Weight 6f,18:10,Rioja Alta,rioja alta,5.0,4/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Special Weight 6f,18:10,Ta Ta Today Junior,ta ta today junior,9.0,8/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Special Weight 6f,18:10,Rich Lover,rich lover,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Claiming 5f,18:41,C C's Gift,c c's gift,5.0,4/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Claiming 5f,18:41,Fizzypopberrytwist,fizzypopberrytwist,4.0,3/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Claiming 5f,18:41,Baytown Sassy,baytown sassy,7.0,6/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Claiming 5f,18:41,Pioneer Sky,pioneer sky,4.5,7/2,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Claiming 5f,18:41,Techwerkian,techwerkian,3.5,5/2,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Maiden Claiming 5f,18:41,Mesdemon,mesdemon,9.0,8/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance 6f,19:12,Inflammabelle,inflammabelle,13.0,12/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance 6f,19:12,Juanita Mychiquita,juanita mychiquita,16.0,15/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance 6f,19:12,Fancy Fascinator,fancy fascinator,3.5,5/2,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance 6f,19:12,Fat Chance,fat chance,5.0,4/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance 6f,19:12,Spirited Justice,spirited justice,7.0,6/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance 6f,19:12,Campaign Promises,campaign promises,11.0,10/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance 6f,19:12,Devil Of Paradis,devil of paradis,7.0,6/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance 6f,19:12,Patty Van Twinkle,patty van twinkle,4.5,7/2,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance Optional Claiming 8f,19:43,Just Ruthless,just ruthless,4.0,3/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance Optional Claiming 8f,19:43,Sassy Allie,sassy allie,16.0,15/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance Optional Claiming 8f,19:43,Viral Plane Lady,viral plane lady,9.0,8/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance Optional Claiming 8f,19:43,Cairo Dream,cairo dream,2.6,8/5,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance Optional Claiming 8f,19:43,Bilyana,bilyana,9.0,8/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance Optional Claiming 8f,19:43,Always Wanting,always wanting,21.0,20/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance Optional Claiming 8f,19:43,Junta,junta,7.0,6/1,us_racecards_2026-05-11.json
2026-05-11,Horseshoe Indianapolis,Allowance Optional Claiming 8f,19:43,Polka Polenta,polka polenta,21.0,20/1,us_racecards_2026-05-11.json
