track_code,track_name,race_date,race_number,race_time,race_name,race_class,surface,distance,purse,program_number,runner_name,jockey,trainer,ml_odds,scratched,breed,source_name,source_url,fetched_at,parser_version
NFL,Northfield Park,2026-05-10,12,02:34,Pace 1m,Pace,Dirt,1m,"$10,200",2,No Turbulence,"Loney, Logan","Loney, Rocky",12/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094037,1.0.0
NFL,Northfield Park,2026-05-10,12,02:34,Pace 1m,Pace,Dirt,1m,"$10,200",3,High Country Baby,"Lems, Chris","Alvarez, Ariel",10/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094044,1.0.0
NFL,Northfield Park,2026-05-10,12,02:34,Pace 1m,Pace,Dirt,1m,"$10,200",4,Markgetsetgo,"Noble, Dan","Roach, Tim",9/5,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094049,1.0.0
NFL,Northfield Park,2026-05-10,12,02:34,Pace 1m,Pace,Dirt,1m,"$10,200",5,Theymakeusbetter,"Merriman, Aaro","Russo, Christo",6/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094055,1.0.0
NFL,Northfield Park,2026-05-10,12,02:34,Pace 1m,Pace,Dirt,1m,"$10,200",6,Check On Me,"Rhoades, Braid","Rhoades, Bill",9/1,True,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094062,1.0.0
NFL,Northfield Park,2026-05-10,12,02:34,Pace 1m,Pace,Dirt,1m,"$10,200",7,Cruising Along,"Irvine, Justin","Johnson, Whitn",3/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094068,1.0.0
NFL,Northfield Park,2026-05-10,12,02:34,Pace 1m,Pace,Dirt,1m,"$10,200",8,George's Pick,"Grismore, Greg","Grismore, Greg",25/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094074,1.0.0
NFL,Northfield Park,2026-05-10,12,02:34,Pace 1m,Pace,Dirt,1m,"$10,200",9,Ponda Lambo,"Ebersole, Loga","Sherman, Kent",25/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094079,1.0.0
NFL,Northfield Park,2026-05-10,13,02:24,Pace 1m,Pace,Dirt,1m,"$6,800",1,Pet My Rock,"Miller, Emanue","Troyer, Roelet",15/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094089,1.0.0
NFL,Northfield Park,2026-05-10,13,02:24,Pace 1m,Pace,Dirt,1m,"$6,800",2,Bullvillespandemic,"Grismore, Greg","Grismore, Greg",9/1,True,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094094,1.0.0
NFL,Northfield Park,2026-05-10,13,02:24,Pace 1m,Pace,Dirt,1m,"$6,800",3,Born To Ramble,"Ciocca, John J","Ciocca, John J",6/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094100,1.0.0
NFL,Northfield Park,2026-05-10,13,02:24,Pace 1m,Pace,Dirt,1m,"$6,800",4,Music Is Art,"Ebersole, Loga","Headworth, Mar",25/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094107,1.0.0
NFL,Northfield Park,2026-05-10,13,02:24,Pace 1m,Pace,Dirt,1m,"$6,800",5,Moved Bythe Spirit,"Merriman, Aaro","Kreiser, Cory",5/2,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094113,1.0.0
NFL,Northfield Park,2026-05-10,13,02:24,Pace 1m,Pace,Dirt,1m,"$6,800",6,Pirates Beach Bar,"Irvine, Justin","Miller, Duane",12/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094118,1.0.0
NFL,Northfield Park,2026-05-10,13,02:24,Pace 1m,Pace,Dirt,1m,"$6,800",7,Royhill,"Rhoades, Braid","Angus, Ryan",25/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094124,1.0.0
NFL,Northfield Park,2026-05-10,13,02:24,Pace 1m,Pace,Dirt,1m,"$6,800",8,Bb Cruiser,"Noble, Dan","Rhoades, Bill",2/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094133,1.0.0
NFL,Northfield Park,2026-05-10,13,02:24,Pace 1m,Pace,Dirt,1m,"$6,800",9,Roc Vodka,"Lems, Chris","Schillaci, Sam",7/2,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094139,1.0.0
NFL,Northfield Park,2026-05-10,14,02:46,Trot 1m,Trot,Dirt,1m,"$10,600",1,Bryant Bros S,"Lems, Chris","Schillaci, Sam",9/5,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094150,1.0.0
NFL,Northfield Park,2026-05-10,14,02:46,Trot 1m,Trot,Dirt,1m,"$10,600",2,John's Baby Filly,"Noble, Dan","Roegner, Jessi",5/2,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094156,1.0.0
NFL,Northfield Park,2026-05-10,14,02:46,Trot 1m,Trot,Dirt,1m,"$10,600",3,Whiskey Finish,"Angus, Tyler","Angus, Ryan",10/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094167,1.0.0
NFL,Northfield Park,2026-05-10,14,02:46,Trot 1m,Trot,Dirt,1m,"$10,600",4,Anastasia Rudy,"Ebersole, Loga","Conger, Jeff",15/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094173,1.0.0
NFL,Northfield Park,2026-05-10,14,02:46,Trot 1m,Trot,Dirt,1m,"$10,600",5,Rumbleinthevalley,"Rhoades, Braid","Cager, Keoaeka",20/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094179,1.0.0
NFL,Northfield Park,2026-05-10,14,02:46,Trot 1m,Trot,Dirt,1m,"$10,600",6,Caviar Creek,"Thompson, Jaso","Neil, Danielle",9/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094185,1.0.0
NFL,Northfield Park,2026-05-10,14,02:46,Trot 1m,Trot,Dirt,1m,"$10,600",7,Focus Pocus,"Merriman, Aaro","Bendis, Randy",25/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094190,1.0.0
NFL,Northfield Park,2026-05-10,14,02:46,Trot 1m,Trot,Dirt,1m,"$10,600",8,Texsong Soprano,"Irvine, Justin","Sweeney, Mike",9/2,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094196,1.0.0
NFL,Northfield Park,2026-05-10,14,02:46,Trot 1m,Trot,Dirt,1m,"$10,600",9,Mazoyeres,"Miller, Emanue","Beaver, Christ",20/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094202,1.0.0
NFL,Northfield Park,2026-05-10,15,03:08,Pace 1m,Pace,Dirt,1m,"$10,600",1,Cocosdream A,"Lems, Chris","Schillaci, Sam",9/5,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094215,1.0.0
NFL,Northfield Park,2026-05-10,15,03:08,Pace 1m,Pace,Dirt,1m,"$10,600",2,American Fling,"Merriman, Aaro","Bendis, Randy",7/2,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094221,1.0.0
NFL,Northfield Park,2026-05-10,15,03:08,Pace 1m,Pace,Dirt,1m,"$10,600",3,Lakeside Buddy,"Miller, Emanue","Troyer, Roelet",7/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094227,1.0.0
NFL,Northfield Park,2026-05-10,15,03:08,Pace 1m,Pace,Dirt,1m,"$10,600",4,R Maddy Blue Chip,"Ebersole, Loga","Headworth, Mar",7/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094232,1.0.0
NFL,Northfield Park,2026-05-10,15,03:08,Pace 1m,Pace,Dirt,1m,"$10,600",5,Pizzagaina,"Irvine, Justin","Millner, Jessi",6/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094238,1.0.0
NFL,Northfield Park,2026-05-10,15,03:08,Pace 1m,Pace,Dirt,1m,"$10,600",6,Noble Dale,"Grismore, Greg","Grismore, Greg",25/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094245,1.0.0
NFL,Northfield Park,2026-05-10,15,03:08,Pace 1m,Pace,Dirt,1m,"$10,600",7,My Friend Mel,"Ciocca, John J","Roegner, Jessi",9/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094251,1.0.0
NFL,Northfield Park,2026-05-10,15,03:08,Pace 1m,Pace,Dirt,1m,"$10,600",8,Beachchip Hanover,"Noble, Dan","Oliverio, John",8/1,False,Harness,tvg,https://api.tvg.com/cosmo/v1/graphql,2026-05-11T02:33:10.094257,1.0.0
